1	0
202	1
208	2
222	3
234	4
309	5
413	6
470	7
481	8
492	9
511	10
554	11
577	12
590	13
600	14
686	15
694	16
748	17
770	18
770	19
804	20
846	21
847	22
901	23
913	24
963	25
966	26
978	27
1014	28
1019	29
1033	30
1113	31
1160	32
1162	33
1181	34
1231	35
1239	36
1266	37
1283	38
1326	39
1328	40
1342	41
1366	42
1380	43
1430	44
1494	45
1512	46
1522	47
1565	48
1602	49
1616	50
1652	51
1695	52
1706	53
1762	54
1783	55
1793	56
1794	57
1807	58
1823	59
1839	60
1914	61
1931	62
1991	63
2010	64
2020	65
2064	66
2065	67
2078	68
2108	69
2179	70
2194	71
2281	72
2305	73
2315	74
2349	75
2374	76
2375	77
2376	78
2376	79
2447	80
2506	81
2527	82
2556	83
2560	84
2561	85
2591	86
2597	87
2707	88
2712	89
2754	90
2759	91
2769	92
2780	93
2809	94
2813	95
2845	96
2863	97
2927	98
2944	99
2968	100
2975	101
2987	102
3015	103
3032	104
3057	105
3139	106
3159	107
3172	108
3227	109
3236	110
3312	111
3335	112
3361	113
3377	114
3408	115
3424	116
3426	117
3455	118
3469	119
3558	120
3572	121
3594	122
3619	123
3630	124
3642	125
3649	126
3669	127
3711	128
3772	129
3797	130
3817	131
3838	132
3849	133
3866	134
3921	135
3945	136
3970	137
3998	138
4056	139
4086	140
4101	141
4171	142
4229	143
4310	144
4311	145
4335	146
4340	147
4359	148
4433	149
4470	150
4491	151
4542	152
4604	153
4607	154
4611	155
4615	156
4745	157
4764	158
4782	159
4803	160
4842	161
4843	162
4850	163
4861	164
4903	165
4977	166
5030	167
5039	168
5045	169
5065	170
5083	171
5169	172
5177	173
5210	174
5293	175
5405	176
5417	177
5459	178
5493	179
5505	180
5540	181
5557	182
5659	183
5734	184
5753	185
5830	186
5846	187
5923	188
5948	189
5975	190
5982	191
6018	192
6020	193
6063	194
6089	195
6181	196
6187	197
6229	198
6267	199
6272	200
6274	201
6362	202
6397	203
6447	204
6476	205
6490	206
6502	207
6523	208
6563	209
6586	210
6597	211
6648	212
6705	213
6708	214
6771	215
6836	216
6859	217
6911	218
6944	219
6947	220
6954	221
6976	222
7000	223
7045	224
7111	225
7144	226
7221	227
7235	228
7245	229
7279	230
7309	231
7342	232
7422	233
7453	234
7465	235
7489	236
7497	237
7499	238
7500	239
7680	240
7726	241
7780	242
7789	243
7812	244
7825	245
7876	246
7880	247
7960	248
8046	249
8050	250
8075	251
8085	252
8102	253
8132	254
8162	255
8210	256
8280	257
8352	258
8378	259
8388	260
8474	261
8484	262
8534	263
8545	264
8592	265
8623	266
8641	267
8681	268
8709	269
8711	270
8766	271
8776	272
8784	273
8902	274
8929	275
8940	276
8964	277
8974	278
8988	279
9044	280
9095	281
9108	282
9160	283
9195	284
9219	285
9240	286
9278	287
9307	288
9327	289
9408	290
9452	291
9480	292
9545	293
9548	294
9552	295
9577	296
9607	297
9645	298
9648	299
9726	300
9776	301
9779	302
9828	303
9860	304
9881	305
9927	306
9944	307
9998	308
10002	309
10024	310
10064	311
10163	312
10299	313
10319	314
10323	315
10327	316
10345	317
10366	318
10448	319
10612	320
10682	321
10755	322
10756	323
10850	324
10903	325
10989	326
10990	327
11051	328
11115	329
11124	330
11129	331
11138	332
11268	333
11313	334
11410	335
11440	336
11491	337
11519	338
11536	339
11670	340
11682	341
11768	342
11839	343
11869	344
11875	345
11916	346
11941	347
12082	348
12157	349
12211	350
12230	351
12273	352
12327	353
12345	354
12370	355
12489	356
12557	357
12591	358
12703	359
12713	360
12760	361
12761	362
12861	363
12876	364
12905	365
13032	366
13102	367
13122	368
13141	369
13176	370
13182	371
13206	372
13296	373
13309	374
13362	375
13443	376
13477	377
13526	378
13527	379
13587	380
13636	381
13643	382
13677	383
13789	384
13832	385
13850	386
13907	387
13925	388
14020	389
14025	390
14078	391
14309	392
14314	393
14495	394
14540	395
14571	396
14813	397
14831	398
14875	399
15097	400
15160	401
15278	402
15301	403
15404	404
15494	405
15500	406
15685	407
15691	408
15908	409
15940	410
16055	411
16150	412
16158	413
16202	414
16302	415
16396	416
16601	417
16922	418
16947	419
16965	420
16970	421
16991	422
17068	423
17230	424
17343	425
17471	426
17694	427
17753	428
17981	429
18045	430
18066	431
18144	432
18362	433
18393	434
18465	435
18684	436
18873	437
18875	438
18910	439
19032	440
19095	441
19203	442
19233	443
19543	444
19701	445
19703	446
19755	447
19803	448
19896	449
20288	450
20329	451
20333	452
20411	453
20666	454
20757	455
20785	456
21111	457
21131	458
21159	459
21314	460
21446	461
21589	462
21811	463
21849	464
22022	465
22122	466
22142	467
22263	468
22268	469
22346	470
22513	471
22534	472
22576	473
22783	474
22858	475
22988	476
23074	477
23077	478
23081	479
23096	480
23142	481
23358	482
23477	483
23512	484
23629	485
23653	486
23684	487
23716	488
23724	489
24026	490
24037	491
24126	492
24229	493
24239	494
24264	495
24311	496
24466	497
24537	498
24702	499
24780	500
24806	501
24899	502
24989	503
25038	504
25044	505
25061	506
25148	507
25215	508
25259	509
25395	510
25399	511
25583	512
25594	513
25625	514
25795	515
25884	516
25954	517
26167	518
26169	519
26309	520
26322	521
26332	522
26396	523
26425	524
26426	525
26544	526
26560	527
26663	528
26691	529
26805	530
26835	531
27023	532
27037	533
27046	534
27089	535
27134	536
27143	537
27162	538
27226	539
27295	540
27350	541
27428	542
27476	543
27509	544
27513	545
27556	546
27576	547
27633	548
27671	549
27770	550
27832	551
27835	552
27905	553
27916	554
27975	555
27977	556
28243	557
28295	558
28381	559
28386	560
28397	561
28421	562
28659	563
28719	564
28735	565
28740	566
28818	567
28840	568
28909	569
29097	570
29099	571
29189	572
29205	573
29221	574
29253	575
29285	576
29291	577
29316	578
29570	579
29574	580
29578	581
29720	582
29760	583
29763	584
29770	585
29778	586
29830	587
29998	588
30011	589
30121	590
30144	591
30200	592
30240	593
30340	594
30401	595
30448	596
30495	597
30500	598
30558	599
30567	600
30621	601
30676	602
30770	603
30792	604
30899	605
30905	606
30942	607
31018	608
31079	609
31124	610
31178	611
31181	612
31210	613
31225	614
31305	615
31373	616
31450	617
31486	618
31590	619
31633	620
31661	621
31778	622
31801	623
31822	624
31835	625
31842	626
31845	627
31890	628
31998	629
32034	630
32198	631
32225	632
32251	633
32256	634
32279	635
32438	636
32454	637
32525	638
32606	639
32660	640
32698	641
32721	642
32750	643
32764	644
32811	645
32821	646
32850	647
32971	648
33053	649
33220	650
33227	651
33240	652
33247	653
33271	654
33288	655
33361	656
33369	657
33445	658
33580	659
33610	660
33650	661
33660	662
33701	663
33728	664
33729	665
33858	666
33859	667
33951	668
33996	669
34044	670
34051	671
34063	672
34121	673
34200	674
34211	675
34324	676
34438	677
34457	678
34458	679
34516	680
34543	681
34552	682
34684	683
34843	684
34853	685
34952	686
35069	687
35110	688
35192	689
35231	690
35257	691
35315	692
35344	693
35389	694
35499	695
35564	696
35575	697
35620	698
35840	699
35873	700
35891	701
35986	702
36077	703
36274	704
36350	705
36351	706
36435	707
36510	708
36602	709
36651	710
36711	711
36861	712
36980	713
37013	714
37117	715
37143	716
37171	717
37320	718
37347	719
37406	720
37596	721
37694	722
37711	723
37822	724
37901	725
37939	726
38064	727
38095	728
38185	729
38221	730
38288	731
38346	732
38597	733
38696	734
38702	735
38924	736
39163	737
39216	738
39219	739
39282	740
39384	741
39618	742
39697	743
39699	744
