1	0
77	1
77	2
79	3
92	4
97	5
117	6
132	7
142	8
174	9
190	10
197	11
243	12
246	13
246	14
284	15
312	16
323	17
327	18
328	19
383	20
384	21
389	22
420	23
456	24
463	25
470	26
476	27
534	28
538	29
548	30
628	31
636	32
639	33
646	34
669	35
700	36
726	37
746	38
789	39
817	40
850	41
855	42
921	43
929	44
940	45
961	46
991	47
1063	48
1069	49
1088	50
1111	51
1117	52
1150	53
1185	54
1190	55
1201	56
1213	57
1265	58
1268	59
1311	60
1354	61
1365	62
1379	63
1444	64
1448	65
1453	66
1485	67
1517	68
1526	69
1552	70
1584	71
1606	72
1656	73
1663	74
1671	75
1682	76
1748	77
1750	78
1764	79
1833	80
1842	81
1870	82
1937	83
1965	84
2024	85
2066	86
2072	87
2082	88
2138	89
2142	90
2178	91
2179	92
2184	93
2239	94
2258	95
2277	96
2319	97
2324	98
2338	99
2346	100
2427	101
2430	102
2444	103
2477	104
2517	105
2531	106
2536	107
2539	108
2622	109
2643	110
2657	111
2663	112
2701	113
2740	114
2780	115
2790	116
2844	117
2873	118
2893	119
2931	120
2963	121
3017	122
3062	123
3082	124
3086	125
3123	126
3165	127
3170	128
3174	129
3186	130
3255	131
3292	132
3307	133
3364	134
3367	135
3375	136
3457	137
3472	138
3525	139
3602	140
3605	141
3619	142
3669	143
3680	144
3705	145
3764	146
3779	147
3880	148
3905	149
3990	150
3992	151
4007	152
4037	153
4072	154
4096	155
4150	156
4182	157
4192	158
4203	159
4249	160
4267	161
4332	162
4343	163
4352	164
4452	165
4456	166
4476	167
4504	168
4509	169
4541	170
4612	171
4645	172
4662	173
4721	174
4735	175
4747	176
4749	177
4823	178
4832	179
4875	180
4920	181
4961	182
4983	183
4988	184
5063	185
5064	186
5076	187
5128	188
5144	189
5167	190
5225	191
5229	192
5271	193
5294	194
5334	195
5374	196
5414	197
5415	198
5420	199
5444	200
5533	201
5642	202
5657	203
5662	204
5753	205
5756	206
5819	207
5825	208
5841	209
5897	210
5946	211
5985	212
6036	213
6038	214
6105	215
6119	216
6146	217
6198	218
6212	219
6254	220
6315	221
6331	222
6354	223
6410	224
6462	225
6505	226
6548	227
6590	228
6698	229
6701	230
6797	231
6824	232
6832	233
6868	234
6896	235
6898	236
6927	237
7014	238
7017	239
7029	240
7107	241
7121	242
7131	243
7160	244
7195	245
7204	246
7246	247
7297	248
7312	249
7365	250
7370	251
7460	252
7494	253
7579	254
7591	255
7613	256
7653	257
7662	258
7706	259
7733	260
7744	261
7813	262
7813	263
7876	264
7880	265
7898	266
8037	267
8048	268
8061	269
8158	270
8178	271
8179	272
8239	273
8248	274
8304	275
8325	276
8332	277
8355	278
8396	279
8406	280
8454	281
8464	282
8576	283
8586	284
8586	285
8598	286
8637	287
8668	288
8697	289
8724	290
8772	291
8813	292
8829	293
8852	294
8872	295
8906	296
8958	297
8960	298
8979	299
9001	300
9038	301
9076	302
9077	303
9124	304
9170	305
9206	306
